01010101;[0.022222222222222223, 0.15555555555555556, 0.4074074074074074, 0.6962962962962962, 0.8296296296296295, 0.911111111111111, 0.9407407407407407, 0.9481481481481481, 0.9555555555555555, 0.9851851851851852, 0.9851851851851852, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
01010102;[0.038079470198675504, 0.1490066225165563, 0.37582781456953646, 0.6026490066225166, 0.7748344370860928, 0.8857615894039736, 0.9370860927152319, 0.947019867549669, 0.9536423841059605, 0.9701986754966889, 0.9718543046357617, 0.9884105960264902, 0.9884105960264902, 0.9884105960264902, 0.990066225165563, 0.990066225165563, 0.990066225165563, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
01010103;[0.07374631268436578, 0.2448377581120944, 0.4896755162241888, 0.7197640117994101, 0.8525073746312685, 0.9233038348082596, 0.9705014749262537, 0.9705014749262537, 0.9705014749262537, 0.9823008849557522, 0.9852507374631269, 0.9970501474926254, 0.9970501474926254, 0.9970501474926254, 0.9970501474926254, 0.9970501474926254, 0.9970501474926254, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
01010100;[0.04709141274238228, 0.1791320406278855, 0.4164358264081256, 0.6518928901200369, 0.8070175438596492, 0.9012003693444137, 0.948291782086796, 0.9547553093259465, 0.9593721144967683, 0.9759926131117267, 0.9778393351800554, 0.9926131117266851, 0.9926131117266851, 0.9926131117266851, 0.9935364727608494, 0.9935364727608494, 0.9935364727608494, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
01010201;[0.03333333333333333, 0.14166666666666666, 0.425, 0.5666666666666667, 0.75, 0.9166666666666666, 0.9666666666666667, 0.9833333333333334, 0.9833333333333334, 0.9833333333333334, 0.9916666666666667, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
01010202;[0.03156565656565657, 0.1628787878787879, 0.42045454545454547, 0.6616161616161617, 0.821969696969697, 0.9103535353535354, 0.9558080808080808, 0.9722222222222222, 0.976010101010101, 0.9873737373737373, 0.9898989898989898, 0.9987373737373737, 0.9987373737373737, 0.9987373737373737, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
01010203;[0.0672153635116598, 0.23182441700960216, 0.47873799725651567, 0.7379972565157749, 0.8641975308641974, 0.9300411522633744, 0.9657064471879285, 0.97119341563786, 0.9766803840877915, 0.9931412894375857, 0.9945130315500685, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
01010200;[0.04854368932038835, 0.19356796116504854, 0.4484223300970874, 0.6899271844660194, 0.8361650485436893, 0.9199029126213593, 0.9611650485436893, 0.9726941747572816, 0.9769417475728156, 0.9896844660194175, 0.9921116504854369, 0.9993932038834952, 0.9993932038834952, 0.9993932038834952, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
01010301;[0.03333333333333334, 0.2, 0.4444444444444445, 0.7000000000000001, 0.7777777777777779, 0.8500000000000001, 0.9055555555555557, 0.9111111111111112, 0.9166666666666667, 0.9666666666666668, 0.9722222222222223, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
01010302;[0.030612244897959183, 0.19387755102040816, 0.445578231292517, 0.6751700680272109, 0.7993197278911565, 0.8894557823129252, 0.9268707482993198, 0.9387755102040817, 0.9472789115646258, 0.9744897959183674, 0.9744897959183674, 0.9948979591836735, 0.9948979591836735, 0.9948979591836735, 0.9965986394557823, 0.9965986394557823, 0.9965986394557823, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
