01010171;[0.3235294117647059, 0.6470588235294118, 0.7529411764705882, 0.8588235294117648, 0.8882352941176471, 0.9176470588235295, 0.9352941176470589, 0.9529411764705884, 0.9588235294117649, 0.9647058823529413, 0.9647058823529413, 0.9647058823529413, 0.9705882352941178, 0.9764705882352942, 0.9764705882352942, 0.9764705882352942, 0.9764705882352942, 0.9764705882352942, 0.9764705882352942, 0.9764705882352942, 0.9764705882352942, 0.9764705882352942, 0.9764705882352942, 0.9764705882352942, 0.9764705882352942, 0.9764705882352942, 0.9764705882352942, 0.9764705882352942, 0.9764705882352942, 0.9764705882352942, 0.9764705882352942, 0.9764705882352942, 0.9823529411764707, 0.9882352941176471, 0.9882352941176471, 0.9882352941176471, 0.9882352941176471, 0.9882352941176471, 0.9941176470588236, 1.0]
01010172;[0.2967032967032967, 0.5934065934065934, 0.7142857142857143, 0.8351648351648351, 0.8791208791208791, 0.9230769230769231, 0.9505494505494506, 0.9780219780219781, 0.9780219780219781, 0.9780219780219781, 0.9780219780219781, 0.9780219780219781, 0.9780219780219781, 0.9780219780219781, 0.9835164835164836, 0.989010989010989, 0.989010989010989, 0.989010989010989, 0.9945054945054945, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
01010173;[0.4062500000000001, 0.611607142857143, 0.7008928571428573, 0.7901785714285716, 0.8392857142857145, 0.8794642857142859, 0.8973214285714288, 0.9285714285714288, 0.9375000000000002, 0.9464285714285716, 0.9598214285714287, 0.9642857142857144, 0.9687500000000001, 0.9776785714285715, 0.9776785714285715, 0.9821428571428572, 0.9866071428571429, 0.9866071428571429, 0.9910714285714286, 0.9955357142857143, 0.9955357142857143, 0.9955357142857143, 0.9955357142857143, 0.9955357142857143, 0.9955357142857143, 0.9955357142857143, 0.9955357142857143, 0.9955357142857143, 0.9955357142857143, 0.9955357142857143, 0.9955357142857143, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
01010174;[0.2911392405063291, 0.5822784810126582, 0.7151898734177216, 0.8481012658227849, 0.879746835443038, 0.9113924050632911, 0.930379746835443, 0.9493670886075949, 0.9683544303797468, 0.9873417721518987, 0.9936708860759493, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
01010175;[0.3941248470012242, 0.623011015911873, 0.7380660954712366, 0.8200734394124851, 0.8702570379436969, 0.9008567931456553, 0.9179926560587519, 0.9424724602203186, 0.9534883720930236, 0.962056303549572, 0.969400244798042, 0.973072215422277, 0.9767441860465119, 0.9828641370869036, 0.9853121175030602, 0.9902080783353736, 0.9914320685434519, 0.9926560587515302, 0.9938800489596085, 0.9963280293757651, 0.9963280293757651, 0.9963280293757651, 0.9963280293757651, 0.9963280293757651, 0.9963280293757651, 0.9963280293757651, 0.9963280293757651, 0.9963280293757651, 0.9963280293757651, 0.9963280293757651, 0.9963280293757651, 0.9975520195838434, 0.9975520195838434, 0.9987760097919217, 0.9987760097919217, 0.9987760097919217, 0.9987760097919217, 0.9987760097919217, 0.9987760097919217, 1.0]
01010176;[0.47183098591549305, 0.7183098591549297, 0.7887323943661974, 0.8521126760563382, 0.887323943661972, 0.915492957746479, 0.9366197183098592, 0.9577464788732395, 0.9647887323943662, 0.9788732394366197, 0.9788732394366197, 0.9788732394366197, 0.9788732394366197, 0.9859154929577465, 0.9859154929577465, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
01010177;[0.3312101910828026, 0.5605095541401275, 0.694267515923567, 0.7898089171974523, 0.8662420382165605, 0.8789808917197452, 0.8980891719745223, 0.9171974522292994, 0.9363057324840764, 0.9490445859872612, 0.9681528662420382, 0.9745222929936306, 0.9808917197452229, 0.9872611464968153, 0.9936305732484076, 0.9936305732484076, 0.9936305732484076, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
01010100;[0.3941248470012242, 0.623011015911873, 0.7380660954712366, 0.8200734394124851, 0.8702570379436969, 0.9008567931456553, 0.9179926560587519, 0.9424724602203186, 0.9534883720930236, 0.962056303549572, 0.969400244798042, 0.973072215422277, 0.9767441860465119, 0.9828641370869036, 0.9853121175030602, 0.9902080783353736, 0.9914320685434519, 0.9926560587515302, 0.9938800489596085, 0.9963280293757651, 0.9963280293757651, 0.9963280293757651, 0.9963280293757651, 0.9963280293757651, 0.9963280293757651, 0.9963280293757651, 0.9963280293757651, 0.9963280293757651, 0.9963280293757651, 0.9963280293757651, 0.9963280293757651, 0.9975520195838434, 0.9975520195838434, 0.9987760097919217, 0.9987760097919217, 0.9987760097919217, 0.9987760097919217, 0.9987760097919217, 0.9987760097919217, 1.0]
01010271;[0.4475703324808183, 0.6291560102301789, 0.7519181585677748, 0.8209718670076724, 0.8721227621483374, 0.9028132992327363, 0.9283887468030688, 0.9437340153452684, 0.9590792838874679, 0.9693094629156008, 0.9744245524296673, 0.9769820971867006, 0.9795396419437339, 0.9795396419437339, 0.9846547314578004, 0.9846547314578004, 0.9872122762148337, 0.9872122762148337, 0.9872122762148337, 0.9872122762148337, 0.9897698209718669, 0.9923273657289002, 0.9923273657289002, 0.9923273657289002, 0.9923273657289002, 0.9923273657289002, 0.9923273657289002, 0.9923273657289002, 0.9923273657289002, 0.9923273657289002, 0.9923273657289002, 0.9923273657289002, 0.9923273657289002, 0.9923273657289002, 0.9948849104859335, 0.9948849104859335, 0.9948849104859335, 0.9948849104859335, 1.0, 1.0]
01010272;[0.3653846153846154, 0.7307692307692308, 0.7980769230769231, 0.8653846153846154, 0.8846153846153847, 0.903846153846154, 0.9134615384615385, 0.9230769230769231, 0.9423076923076924, 0.9615384615384617, 0.9615384615384617, 0.9615384615384617, 0.9615384615384617, 0.9615384615384617, 0.9615384615384617, 0.9615384615384617, 0.9615384615384617, 0.9615384615384617, 0.9615384615384617, 0.9615384615384617, 0.9711538461538463, 0.9807692307692308, 0.9807692307692308, 0.9807692307692308, 0.9807692307692308, 0.9807692307692308, 0.9807692307692308, 0.9807692307692308, 0.9807692307692308, 0.9807692307692308, 0.9807692307692308, 0.9807692307692308, 0.9807692307692308, 0.9807692307692308, 0.9903846153846154, 1.0, 1.0, 1.0, 1.0, 1.0]
