7101;[0.24595644421803362, 0.7141174223127865, 1.0]
7102;[0.23534461613931812, 0.7028452293352956, 1.0]
7103;[0.23741007194244604, 0.7290167865707434, 1.0]
7104;[0.15626535626535626, 0.634889434889435, 1.0]
7105;[0.23036120232381915, 0.732760798181359, 1.0]
7106;[0.2931937172774869, 0.7808526551982049, 1.0]
7107;[0.24595644421803362, 0.7141174223127865, 1.0]
7108;[0.2745548535324526, 0.758759333716255, 1.0]
7109;[0.27125737112421533, 0.7162830511698688, 1.0]
7110;[0.24595644421803362, 0.7141174223127865, 1.0]
7111;[0.2396593673965937, 0.7171532846715328, 1.0]
7112;[0.24595644421803362, 0.7141174223127865, 1.0]
7113;[0.24595644421803362, 0.7141174223127865, 1.0]
7114;[0.2108667529107374, 0.6701164294954722, 1.0]
7115;[0.24595644421803362, 0.7141174223127865, 1.0]
7116;[0.24595644421803362, 0.7141174223127865, 1.0]
7100;[0.24595644421803362, 0.7141174223127865, 1.0]
7201;[0.2326283987915408, 0.6777442094662638, 1.0]
7202;[0.22224540175932686, 0.704252286081847, 1.0]
7203;[0.23910733262486716, 0.7066950053134963, 1.0]
7204;[0.12698412698412698, 0.5767195767195767, 1.0]
7205;[0.18780827115214366, 0.7017832300493234, 1.0]
7206;[0.22362052274927396, 0.696999031945789, 1.0]
7207;[0.20310192023633677, 0.6794682422451994, 1.0]
7208;[0.2545525748971999, 0.7319365576659487, 1.0]
7209;[0.28056188306757784, 0.7435459377372817, 1.0]
7210;[0.16, 0.7714285714285715, 1.0]
7211;[0.22224540175932686, 0.704252286081847, 1.0]
7212;[0.2304147465437788, 0.7119815668202765, 1.0]
7213;[0.0951061865189289, 0.5715604801477377, 1.0]
7214;[0.208955223880597, 0.5671641791044776, 1.0]
7215;[0.1675531914893617, 0.6117021276595744, 1.0]
7216;[0.21711899791231734, 0.6805845511482255, 1.0]
7200;[0.22224540175932686, 0.704252286081847, 1.0]
7301;[0.11618022102578635, 0.6100878435817512, 1.0]
7302;[0.15782054757386826, 0.6808529863558326, 1.0]
7303;[0.14678742310321258, 0.6604579630895421, 1.0]
7304;[0.15782054757386826, 0.6808529863558326, 1.0]
7305;[0.14866401364411597, 0.6884593519044911, 1.0]
7306;[0.15052671658839956, 0.6762279477091001, 1.0]
7307;[0.15628766572920852, 0.6826034552028927, 1.0]
7308;[0.1908121410992617, 0.7159967186218211, 1.0]
7309;[0.16893999633005077, 0.6863416722735335, 1.0]
7310;[0.16872427983539096, 0.7098765432098766, 1.0]
7311;[0.15782054757386826, 0.6808529863558326, 1.0]
7312;[0.14285714285714285, 0.687888198757764, 1.0]
7313;[0.06666666666666667, 0.5904761904761905, 1.0]
7314;[0.16957605985037408, 0.7057356608478803, 1.0]
7315;[0.15782054757386826, 0.6808529863558326, 1.0]
7316;[0.17647058823529413, 0.6617647058823529, 1.0]
7300;[0.15782054757386826, 0.6808529863558326, 1.0]
7401;[0.11248073959938366, 0.6486902927580893, 1.0]
7402;[0.15351590450790348, 0.7264684837051973, 1.0]
7403;[0.1350814461660707, 0.6920937624155741, 1.0]
7404;[0.15351590450790348, 0.7264684837051973, 1.0]
7405;[0.17193523515805706, 0.7278334618350039, 1.0]
7406;[0.13169845594913715, 0.6811989100817439, 1.0]
7407;[0.13466042154566746, 0.7166276346604216, 1.0]
7408;[0.1276595744680851, 0.7101063829787234, 1.0]
7409;[0.18457161981258366, 0.7801204819277108, 1.0]
7410;[0.19230769230769232, 0.6923076923076923, 1.0]
7411;[0.15351590450790348, 0.7264684837051973, 1.0]
7412;[0.12224108658743633, 0.6706281833616299, 1.0]
7413;[0.10679611650485436, 0.7249190938511326, 1.0]
7414;[0.2047244094488189, 0.7559055118110236, 1.0]
7415;[0.1111111111111111, 0.6190476190476191, 1.0]
7416;[0.10164835164835165, 0.6648351648351648, 1.0]
7400;[0.15351590450790348, 0.7264684837051973, 1.0]
7501;[0.24271844660194175, 0.6893203883495146, 1.0]
7502;[0.1509305271363149, 0.6460099386144402, 1.0]
7503;[0.10396975425330812, 0.6020793950850661, 1.0]
7504;[0.1509305271363149, 0.6460099386144402, 1.0]
7505;[0.12509419743782968, 0.6488319517709118, 1.0]
7506;[0.20068906115417742, 0.6873385012919897, 1.0]
7507;[0.18840579710144928, 0.6932367149758454, 1.0]
7508;[0.15350877192982457, 0.6440058479532164, 1.0]
7509;[0.1516530178950561, 0.656657567485593, 1.0]
7510;[0.1509305271363149, 0.6460099386144402, 1.0]
7511;[0.1509305271363149, 0.6460099386144402, 1.0]
7512;[0.1284722222222222, 0.5729166666666666, 1.0]
7513;[0.14314115308151093, 0.5646123260437376, 1.0]
7514;[0.20418848167539266, 0.6020942408376964, 1.0]
7515;[0.12, 0.6618181818181819, 1.0]
7516;[0.16546762589928057, 0.6618705035971223, 1.0]
7500;[0.1509305271363149, 0.6460099386144402, 1.0]
7601;[0.16, 0.6505263157894737, 1.0]
7602;[0.1556093793878124, 0.6948539736029204, 1.0]
7603;[0.15508021390374332, 0.6916221033868093, 1.0]
7604;[0.1556093793878124, 0.6948539736029204, 1.0]
7605;[0.13897180762852404, 0.7101160862354892, 1.0]
7606;[0.14194236926360726, 0.6843649946638207, 1.0]
7607;[0.13745704467353953, 0.6701030927835052, 1.0]
7608;[0.17813241319818848, 0.718352383006254, 1.0]
7609;[0.16398853469990446, 0.6962564058021368, 1.0]
7610;[0.21515151515151515, 0.7666666666666666, 1.0]
7611;[0.1556093793878124, 0.6948539736029204, 1.0]
7612;[0.1267605633802817, 0.704225352112676, 1.0]
7613;[0.06989247311827956, 0.6021505376344086, 1.0]
7614;[0.13010446343779677, 0.6505223171889839, 1.0]
7615;[0.12333333333333334, 0.7133333333333333, 1.0]
7616;[0.15079365079365079, 0.6838624338624338, 1.0]
7600;[0.1556093793878124, 0.6948539736029204, 1.0]
7701;[0.1690427698574338, 0.6863543788187373, 1.0]
7702;[0.16689965563094547, 0.7408026185686521, 1.0]
7703;[0.1438301282051282, 0.7111378205128205, 1.0]
7704;[0.16689965563094547, 0.7408026185686521, 1.0]
7705;[0.16437364228819695, 0.7349746560463433, 1.0]
7706;[0.13558467741935484, 0.6902721774193549, 1.0]
7707;[0.14076246334310852, 0.7038123167155426, 1.0]
7708;[0.17360565593087196, 0.7419481539670071, 1.0]
7709;[0.19926405887528997, 0.7821774258059355, 1.0]
7710;[0.178743961352657, 0.7342995169082126, 1.0]
7711;[0.16689965563094547, 0.7408026185686521, 1.0]
7712;[0.13925233644859814, 0.7046728971962617, 1.0]
7713;[0.09067357512953368, 0.694300518134715, 1.0]
7714;[0.10869565217391304, 0.68561872909699, 1.0]
7715;[0.12114989733059549, 0.7268993839835729, 1.0]
7716;[0.1393596986817326, 0.7156308851224106, 1.0]
7700;[0.16689965563094547, 0.7408026185686521, 1.0]
0001;[0.14094933952678182, 0.6365219915807809, 1.0]
0002;[0.23534461613931812, 0.7028452293352956, 1.0]
0003;[0.15514865130931285, 0.6807114261337534, 1.0]
0004;[0.15167840861997514, 0.6257770410277663, 1.0]
0005;[0.16987092391304348, 0.70234375, 1.0]
0006;[0.16933893509388664, 0.690388407785304, 1.0]
0007;[0.15998299560719853, 0.6898115346464503, 1.0]
0008;[0.20425240054869684, 0.7220393232738912, 1.0]
0009;[0.1998532513986976, 0.7228897245406463, 1.0]
0010;[0.18298192771084337, 0.7341867469879518, 1.0]
0011;[0.2396593673965937, 0.7171532846715328, 1.0]
0012;[0.14657393096342092, 0.6849562081401339, 1.0]
0013;[0.09617668012348611, 0.6328663025409642, 1.0]
0014;[0.1605126640219713, 0.6661580714067744, 1.0]
0015;[0.1325, 0.6756249999999999, 1.0]
0016;[0.15478044222983495, 0.687947679850514, 1.0]
0000;[0.1813809014008052, 0.702056223204009, 1.0]
